x, y
-1.4583333333333333, 7.024316109422492
-1.4270833333333333, 7.3890577507598785
-1.4166666666666665, 7.693009118541033
-1.34375, 8.045592705167174
-1.3125, 8.106382978723405
-1.2916666666666665, 8.240121580547113
-1.2135416666666667, 8.410334346504559
-1.1302083333333333, 8.47112462006079
-1.0520833333333333, 8.53191489361702
-1.03125, 8.835866261398177
-1.0208333333333333, 9.115501519756839
-0.9479166666666666, 9.115501519756839
-0.8854166666666666, 9.249240121580547
-0.8072916666666667, 9.127659574468085
-0.7083333333333334, 9.115501519756839
-0.6041666666666667, 8.98176291793313
-0.5364583333333334, 9.212765957446809
-0.48958333333333337, 9.419452887537993
-0.43229166666666674, 9.565349544072948
-0.39583333333333337, 9.832826747720365
-0.34375, 10.063829787234042
-0.265625, 10.185410334346503
-0.16145833333333337, 10.306990881458967
-0.078125, 10.379939209726444
0.010416666666666519, 10.367781155015198
0.10416666666666652, 10.331306990881458
0.203125, 10.306990881458967
0.27083333333333326, 10.209726443768997
0.3385416666666665, 10.075987841945288
0.375, 9.930091185410333
0.44270833333333326, 9.72340425531915
0.515625, 9.601823708206688
0.5729166666666665, 9.443768996960486
0.6302083333333333, 9.249240121580547
0.6979166666666665, 9.054711246200608
0.78125, 8.896656534954408
0.8489583333333333, 8.689969604863222
0.9166666666666665, 8.519756838905774
0.9739583333333333, 8.337386018237082
1.052083333333333, 8.155015197568389
1.130208333333333, 7.996960486322188
1.234375, 7.7051671732522795
1.270833333333333, 7.498480243161095
1.3385416666666665, 7.303951367781155
1.421875, 7.121580547112462
1.4947916666666665, 6.963525835866261
1.536458333333333, 6.793313069908814
